regio_level,Vuosi,aluekoodi,aluenimi,kuntanimi,kuntanro,variable,value,hyvinvointialue_code,hyvinvointialue_name_fi
Postinumeroalueet,2022-2024,p00550,Vallila - Hermanni (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),68.22954318660292,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00550,Vallila - Hermanni (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),103.6989295597219,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00550,Vallila - Hermanni (Helsinki),Helsinki,91,Työttömät (med.),158.9692105730959,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00550,Vallila - Hermanni (Helsinki),Helsinki,91,Kokonaislukema (med.),110.29922777314023,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00560,Toukola - Kumpula - Vanhakaupunki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),55.61892919640177,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00560,Toukola - Kumpula - Vanhakaupunki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),96.65014482291727,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00560,Toukola - Kumpula - Vanhakaupunki (Helsinki),Helsinki,91,Työttömät (med.),93.30308319337642,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00560,Toukola - Kumpula - Vanhakaupunki (Helsinki),Helsinki,91,Kokonaislukema (med.),81.85738573756515,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00570,Kulosaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),51.7001854134522,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00570,Kulosaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.28928301742269,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00570,Kulosaari (Helsinki),Helsinki,91,Työttömät (med.),83.13518501006575,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00570,Kulosaari (Helsinki),Helsinki,91,Kokonaislukema (med.),69.37488448031355,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00580,Kalasatama - Kyläsaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),53.72022510909736,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00580,Kalasatama - Kyläsaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),84.7341381175222,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00580,Kalasatama - Kyläsaari (Helsinki),Helsinki,91,Työttömät (med.),92.75277834160994,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00580,Kalasatama - Kyläsaari (Helsinki),Helsinki,91,Kokonaislukema (med.),77.06904718940983,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00590,Kruunuvuorenranta (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),67.1674113422858,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00590,Kruunuvuorenranta (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.33111765385978,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00590,Kruunuvuorenranta (Helsinki),Helsinki,91,Työttömät (med.),130.9925145822913,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00590,Kruunuvuorenranta (Helsinki),Helsinki,91,Kokonaislukema (med.),89.1636811928123,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00600,Koskela (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),113.1897311410172,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00600,Koskela (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),107.94973371842,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00600,Koskela (Helsinki),Helsinki,91,Työttömät (med.),125.3146490082356,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00600,Koskela (Helsinki),Helsinki,91,Kokonaislukema (med.),115.48470462255762,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00610,Käpylä (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),67.28640976326277,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00610,Käpylä (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),63.15383862995942,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00610,Käpylä (Helsinki),Helsinki,91,Työttömät (med.),124.1032661748947,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00610,Käpylä (Helsinki),Helsinki,91,Kokonaislukema (med.),84.8478381893723,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00620,Metsälä - Etelä-Oulunkylä (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),71.40345594877873,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00620,Metsälä - Etelä-Oulunkylä (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.45243069596228,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00620,Metsälä - Etelä-Oulunkylä (Helsinki),Helsinki,91,Työttömät (med.),82.64458197596053,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00620,Metsälä - Etelä-Oulunkylä (Helsinki),Helsinki,91,Kokonaislukema (med.),74.50015620690051,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00630,Maunula (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),95.22771719651418,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00630,Maunula (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),84.30017381098318,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00630,Maunula (Helsinki),Helsinki,91,Työttömät (med.),153.7931851622271,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00630,Maunula (Helsinki),Helsinki,91,Kokonaislukema (med.),111.10702538990817,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00640,Oulunkylä - Patola (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),78.38628217766231,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00640,Oulunkylä - Patola (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),77.29642773851516,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00640,Oulunkylä - Patola (Helsinki),Helsinki,91,Työttömät (med.),111.766305448726,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00640,Oulunkylä - Patola (Helsinki),Helsinki,91,Kokonaislukema (med.),89.14967178830118,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00650,Veräjämäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),75.08723911792707,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00650,Veräjämäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.56764534418697,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00650,Veräjämäki (Helsinki),Helsinki,91,Työttömät (med.),107.9498911564081,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00650,Veräjämäki (Helsinki),Helsinki,91,Kokonaislukema (med.),84.20159187284071,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00660,Länsi-Pakila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),51.49891741652123,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00660,Länsi-Pakila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),56.48281545840055,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00660,Länsi-Pakila (Helsinki),Helsinki,91,Työttömät (med.),66.21862757292912,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00660,Länsi-Pakila (Helsinki),Helsinki,91,Kokonaislukema (med.),58.06678681595031,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00670,Paloheinä (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),44.6841166727033,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00670,Paloheinä (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),53.68833486297783,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00670,Paloheinä (Helsinki),Helsinki,91,Työttömät (med.),56.69995839667317,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00670,Paloheinä (Helsinki),Helsinki,91,Kokonaislukema (med.),51.690803310784766,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00680,Itä-Pakila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),52.471578996396,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00680,Itä-Pakila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),61.95694552467671,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00680,Itä-Pakila (Helsinki),Helsinki,91,Työttömät (med.),68.00885734215952,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00680,Itä-Pakila (Helsinki),Helsinki,91,Kokonaislukema (med.),60.81246062107741,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00690,Torpparinmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),70.70239855223156,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00690,Torpparinmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),62.62468639259635,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00690,Torpparinmäki (Helsinki),Helsinki,91,Työttömät (med.),69.00708924801154,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00690,Torpparinmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),67.44472473094648,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00700,Malmi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),134.4104813160339,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00700,Malmi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),97.06094993366402,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00700,Malmi (Helsinki),Helsinki,91,Työttömät (med.),177.5167370022133,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00700,Malmi (Helsinki),Helsinki,91,Kokonaislukema (med.),136.32938941730373,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00710,Pihlajamäki - Viikinmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),125.4129504559455,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00710,Pihlajamäki - Viikinmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),99.5434396294647,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00710,Pihlajamäki - Viikinmäki (Helsinki),Helsinki,91,Työttömät (med.),182.7593436190841,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00710,Pihlajamäki - Viikinmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),135.90524456816476,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00720,Pukinmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),112.7495185520964,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00720,Pukinmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),91.58373416180366,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00720,Pukinmäki (Helsinki),Helsinki,91,Työttömät (med.),143.9234346016032,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00720,Pukinmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),116.08556243850109,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00730,Tapanila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),81.26429679544742,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00730,Tapanila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),66.70513413430747,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00730,Tapanila (Helsinki),Helsinki,91,Työttömät (med.),115.6275485266514,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00730,Tapanila (Helsinki),Helsinki,91,Kokonaislukema (med.),87.8656598188021,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00740,Siltamäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),108.23052164533,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00740,Siltamäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),83.89369754167429,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00740,Siltamäki (Helsinki),Helsinki,91,Työttömät (med.),114.2226990277737,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00740,Siltamäki (Helsinki),Helsinki,91,Kokonaislukema (med.),102.115639404926,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00750,Tapulikaupunki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),123.9720061042536,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00750,Tapulikaupunki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),96.9686203404222,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00750,Tapulikaupunki (Helsinki),Helsinki,91,Työttömät (med.),159.6548163750262,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00750,Tapulikaupunki (Helsinki),Helsinki,91,Kokonaislukema (med.),126.86514760656733,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00760,Puistola - Heikinlaakso (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),75.31551610775918,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00760,Puistola - Heikinlaakso (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),67.21372499977717,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00760,Puistola - Heikinlaakso (Helsinki),Helsinki,91,Työttömät (med.),87.5699868737737,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00760,Puistola - Heikinlaakso (Helsinki),Helsinki,91,Kokonaislukema (med.),76.69974266043668,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00770,Jakomäki - Alppikylä (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),153.2269966434501,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00770,Jakomäki - Alppikylä (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),106.9224640507232,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00770,Jakomäki - Alppikylä (Helsinki),Helsinki,91,Työttömät (med.),210.4521382605108,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00770,Jakomäki - Alppikylä (Helsinki),Helsinki,91,Kokonaislukema (med.),156.86719965156135,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00780,Tapaninvainio (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),83.35606116184299,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00780,Tapaninvainio (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),59.84602267331901,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00780,Tapaninvainio (Helsinki),Helsinki,91,Työttömät (med.),98.91657545869893,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00780,Tapaninvainio (Helsinki),Helsinki,91,Kokonaislukema (med.),80.70621976462031,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00790,Viikki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),83.74632150704458,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00790,Viikki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),114.9613090869047,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00790,Viikki (Helsinki),Helsinki,91,Työttömät (med.),109.1400262457174,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00790,Viikki (Helsinki),Helsinki,91,Kokonaislukema (med.),102.61588561322223,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00800,Länsi-Herttoniemi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),79.13058860020828,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00800,Länsi-Herttoniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),83.90651819565281,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00800,Länsi-Herttoniemi (Helsinki),Helsinki,91,Työttömät (med.),166.8879649348734,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00800,Länsi-Herttoniemi (Helsinki),Helsinki,91,Kokonaislukema (med.),109.97502391024483,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00810,Herttoniemenranta (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),89.58598818311656,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00810,Herttoniemenranta (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.66922904373253,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00810,Herttoniemenranta (Helsinki),Helsinki,91,Työttömät (med.),155.4371371634349,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00810,Herttoniemenranta (Helsinki),Helsinki,91,Kokonaislukema (med.),106.56411813009466,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00820,Roihuvuori (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),104.664018095834,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00820,Roihuvuori (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),87.1381785762276,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00820,Roihuvuori (Helsinki),Helsinki,91,Työttömät (med.),189.6285238531371,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00820,Roihuvuori (Helsinki),Helsinki,91,Kokonaislukema (med.),127.14357350839957,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00830,Tammisalo (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),44.28440020937091,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00830,Tammisalo (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),58.04683587540104,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00830,Tammisalo (Helsinki),Helsinki,91,Työttömät (med.),56.09108639032235,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00830,Tammisalo (Helsinki),Helsinki,91,Kokonaislukema (med.),52.80744082503143,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00840,Yliskylä (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),69.183905850556215,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00840,Yliskylä (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),63.93647248437002,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00840,Yliskylä (Helsinki),Helsinki,91,Työttömät (med.),98.66234058380235,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00840,Yliskylä (Helsinki),Helsinki,91,Kokonaislukema (med.),77.26090630624286,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00850,Jollas (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),65.46347384896629,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00850,Jollas (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.06720150418732,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00850,Jollas (Helsinki),Helsinki,91,Työttömät (med.),88.59768922053823,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00850,Jollas (Helsinki),Helsinki,91,Kokonaislukema (med.),76.04278819123061,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00860,Santahamina (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),25.92604253349445,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00860,Santahamina (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),57.78857298550063,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00860,Santahamina (Helsinki),Helsinki,91,Työttömät (med.),47.19224700552265,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00860,Santahamina (Helsinki),Helsinki,91,Kokonaislukema (med.),43.635620841505904,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00870,Gunillanmäki - Hevossalmi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),102.9092688854077,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00870,Gunillanmäki - Hevossalmi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),87.37214044302412,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00870,Gunillanmäki - Hevossalmi (Helsinki),Helsinki,91,Työttömät (med.),164.703618391499,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00870,Gunillanmäki - Hevossalmi (Helsinki),Helsinki,91,Kokonaislukema (med.),118.32834257331028,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00880,Keski-Herttoniemi - Roihupelto (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),78.72553504777319,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00880,Keski-Herttoniemi - Roihupelto (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),68.32822228049949,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00880,Keski-Herttoniemi - Roihupelto (Helsinki),Helsinki,91,Työttömät (med.),118.5156247217515,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00880,Keski-Herttoniemi - Roihupelto (Helsinki),Helsinki,91,Kokonaislukema (med.),88.52312735000805,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00890,Östersundom (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),65.70281240371975,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00890,Östersundom (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),91.09486361158355,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00890,Östersundom (Helsinki),Helsinki,91,Työttömät (med.),103.9930599608372,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00890,Östersundom (Helsinki),Helsinki,91,Kokonaislukema (med.),86.93024532538016,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00900,Puotinharju (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),141.5306010366806,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00900,Puotinharju (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),109.043653052826,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00900,Puotinharju (Helsinki),Helsinki,91,Työttömät (med.),211.787765834774,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00900,Puotinharju (Helsinki),Helsinki,91,Kokonaislukema (med.),154.12067330809353,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00910,Puotila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),115.1753064183354,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00910,Puotila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),86.52215752451535,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00910,Puotila (Helsinki),Helsinki,91,Työttömät (med.),187.6508115090861,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00910,Puotila (Helsinki),Helsinki,91,Kokonaislukema (med.),129.78275848397894,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00920,Myllypuro (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),111.6946227798726,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00920,Myllypuro (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),88.71780340036685,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00920,Myllypuro (Helsinki),Helsinki,91,Työttömät (med.),140.7209610638673,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00920,Myllypuro (Helsinki),Helsinki,91,Kokonaislukema (med.),113.71112908136892,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00930,Itäkeskus - Marjaniemi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),142.4107555387901,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00930,Itäkeskus - Marjaniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),110.9401978513864,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00930,Itäkeskus - Marjaniemi (Helsinki),Helsinki,91,Työttömät (med.),179.2455318895392,90,Helsingin kaupunki
Postinumeroalueet,2022-2024,p00930,Itäkeskus - Marjaniemi (Helsinki),Helsinki,91,Kokonaislukema (med.),144.1988284265719,90,Helsingin kaupunki
